class_name,image_type,parent_id,filename,assigned_split,status_reason,relative_output_path
InfectedFish,Raw,salmon_dis_17,salmon_dis_17.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_17.png
InfectedFish,Raw,salmon_dis_85,salmon_dis_85.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_85.png
InfectedFish,Raw,salmon_dis_89,salmon_dis_89.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_89.png
InfectedFish,Raw,salmon_dis_78,salmon_dis_78.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_78.png
InfectedFish,Raw,salmon_dis_63,salmon_dis_63.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_63.png
InfectedFish,Raw,salmon_dis_31,salmon_dis_31.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_31.png
InfectedFish,Raw,salmon_dis_74,salmon_dis_74.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_74.png
InfectedFish,Raw,salmon_dis_10,salmon_dis_10.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_10.png
InfectedFish,Raw,salmon_dis_04,salmon_dis_04.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_04.png
InfectedFish,Raw,salmon_dis_48,salmon_dis_48.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_48.png
InfectedFish,Raw,salmon_dis_77,salmon_dis_77.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_77.png
InfectedFish,Raw,salmon_dis_87,salmon_dis_87.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_87.png
InfectedFish,Raw,salmon_dis_26,salmon_dis_26.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_26.png
InfectedFish,Raw,salmon_dis_27,salmon_dis_27.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_27.png
InfectedFish,Raw,salmon_dis_38,salmon_dis_38.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_38.png
InfectedFish,Raw,salmon_dis_02,salmon_dis_02.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_02.png
InfectedFish,Raw,salmon_dis_33,salmon_dis_33.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_33.png
InfectedFish,Raw,salmon_dis_22,salmon_dis_22.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_22.png
InfectedFish,Raw,salmon_dis_08,salmon_dis_08.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_08.png
InfectedFish,Raw,salmon_dis_35,salmon_dis_35.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_35.png
InfectedFish,Raw,salmon_dis_81,salmon_dis_81.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_81.png
InfectedFish,Raw,salmon_dis_82,salmon_dis_82.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_82.png
InfectedFish,Raw,salmon_dis_09,salmon_dis_09.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_09.png
InfectedFish,Raw,salmon_dis_61,salmon_dis_61.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_61.png
InfectedFish,Raw,salmon_dis_53,salmon_dis_53.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_53.png
InfectedFish,Raw,salmon_dis_47,salmon_dis_47.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_47.png
InfectedFish,Raw,salmon_dis_66,salmon_dis_66.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_66.png
InfectedFish,Raw,salmon_dis_39,salmon_dis_39.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_39.png
InfectedFish,Raw,salmon_dis_52,salmon_dis_52.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_52.png
InfectedFish,Raw,salmon_dis_50,salmon_dis_50.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_50.png
InfectedFish,Raw,salmon_dis_75,salmon_dis_75.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_75.png
InfectedFish,Raw,salmon_dis_23,salmon_dis_23.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_23.png
InfectedFish,Raw,salmon_dis_67,salmon_dis_67.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_67.png
InfectedFish,Raw,salmon_dis_64,salmon_dis_64.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_64.png
InfectedFish,Raw,salmon_dis_86,salmon_dis_86.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_86.png
InfectedFish,Raw,salmon_dis_60,salmon_dis_60.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_60.png
InfectedFish,Raw,salmon_dis_30,salmon_dis_30.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_30.png
InfectedFish,Raw,salmon_dis_18,salmon_dis_18.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_18.png
InfectedFish,Raw,salmon_dis_25,salmon_dis_25.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_25.png
InfectedFish,Raw,salmon_dis_07,salmon_dis_07.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_07.png
InfectedFish,Raw,salmon_dis_65,salmon_dis_65.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_65.png
InfectedFish,Raw,salmon_dis_68,salmon_dis_68.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_68.png
InfectedFish,Raw,salmon_dis_62,salmon_dis_62.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_62.png
InfectedFish,Raw,salmon_dis_15,salmon_dis_15.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_15.png
InfectedFish,Raw,salmon_dis_43,salmon_dis_43.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_43.png
InfectedFish,Raw,salmon_dis_03,salmon_dis_03.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_03.png
InfectedFish,Raw,salmon_dis_05,salmon_dis_05.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_05.png
InfectedFish,Raw,salmon_dis_71,salmon_dis_71.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_71.png
InfectedFish,Raw,salmon_dis_72,salmon_dis_72.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_72.png
InfectedFish,Raw,salmon_dis_37,salmon_dis_37.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_37.png
InfectedFish,Raw,salmon_dis_24,salmon_dis_24.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_24.png
InfectedFish,Raw,salmon_dis_56,salmon_dis_56.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_56.png
InfectedFish,Raw,salmon_dis_57,salmon_dis_57.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_57.png
InfectedFish,Raw,salmon_dis_40,salmon_dis_40.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_40.png
InfectedFish,Raw,salmon_dis_41,salmon_dis_41.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_41.png
InfectedFish,Raw,salmon_dis_88,salmon_dis_88.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_88.png
InfectedFish,Raw,salmon_dis_19,salmon_dis_19.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_19.png
InfectedFish,Raw,salmon_dis_79,salmon_dis_79.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_79.png
InfectedFish,Raw,salmon_dis_11,salmon_dis_11.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_11.png
InfectedFish,Raw,salmon_dis_73,salmon_dis_73.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_73.png
InfectedFish,Raw,salmon_dis_16,salmon_dis_16.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_16.png
InfectedFish,Raw,salmon_dis_59,salmon_dis_59.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_59.png
InfectedFish,Raw,salmon_dis_06,salmon_dis_06.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_06.png
InfectedFish,Raw,salmon_dis_34,salmon_dis_34.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_34.png
InfectedFish,Raw,salmon_dis_45,salmon_dis_45.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_45.png
InfectedFish,Raw,salmon_dis_46,salmon_dis_46.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_46.png
InfectedFish,Raw,salmon_dis_13,salmon_dis_13.png,train,Included in Train (Raw Split),train\InfectedFish\salmon_dis_13.png
InfectedFish,Raw,salmon_dis_49,salmon_dis_49.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_49.png
InfectedFish,Raw,salmon_dis_12,salmon_dis_12.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_12.png
InfectedFish,Raw,salmon_dis_14,salmon_dis_14.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_14.png
InfectedFish,Raw,salmon_dis_80,salmon_dis_80.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_80.png
InfectedFish,Raw,salmon_dis_28,salmon_dis_28.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_28.png
InfectedFish,Raw,salmon_dis_20,salmon_dis_20.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_20.png
InfectedFish,Raw,salmon_dis_91,salmon_dis_91.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_91.png
InfectedFish,Raw,salmon_dis_44,salmon_dis_44.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_44.png
InfectedFish,Raw,salmon_dis_55,salmon_dis_55.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_55.png
InfectedFish,Raw,salmon_dis_21,salmon_dis_21.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_21.png
InfectedFish,Raw,salmon_dis_01,salmon_dis_01.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_01.png
InfectedFish,Raw,salmon_dis_36,salmon_dis_36.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_36.png
InfectedFish,Raw,salmon_dis_76,salmon_dis_76.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_76.png
InfectedFish,Raw,salmon_dis_58,salmon_dis_58.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_58.png
InfectedFish,Raw,salmon_dis_29,salmon_dis_29.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_29.png
InfectedFish,Raw,salmon_dis_54,salmon_dis_54.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_54.png
InfectedFish,Raw,salmon_dis_70,salmon_dis_70.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_70.png
InfectedFish,Raw,salmon_dis_90,salmon_dis_90.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_90.png
InfectedFish,Raw,salmon_dis_84,salmon_dis_84.png,test,Included in Test (Raw Split),test\InfectedFish\salmon_dis_84.png
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__brightness_reduction__factor_0p6.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__contrast_reduction__factor_0p7.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__gaussian_blur__sigma_2p2.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__gaussian_noise__var_0p02.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__mirror__axis_x.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__mirror__axis_y.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__motion_blur__kernel_11__angle_45deg.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__motion_blur__kernel_7__angle_0deg.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__motion_blur__kernel_9__angle_90deg.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__rotation__angle_-10deg.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_01,salmon_dis_01__rotation__angle_10deg.jpg,ignored,Ignored (Parent in Test),None
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_02,salmon_dis_02__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_02__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_03,salmon_dis_03__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_03__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_04,salmon_dis_04__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_04__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_05,salmon_dis_05__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_05__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_06,salmon_dis_06__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_06__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__rotation__angle_-10deg.jpg
InfectedFish,Augmented,salmon_dis_07,salmon_dis_07__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_07__rotation__angle_10deg.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__brightness_reduction__factor_0p6.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__contrast_reduction__factor_0p7.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__gaussian_blur__sigma_2p2.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__gaussian_noise__var_0p02.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__mirror__axis_x.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__mirror__axis_y.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__motion_blur__kernel_11__angle_45deg.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__motion_blur__kernel_7__angle_0deg.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__motion_blur__kernel_9__angle_90deg.jpg
InfectedFish,Augmented,salmon_dis_08,salmon_dis_08__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\InfectedFish\salmon_dis_08__rotation__angle_-10deg.jpg
